id,species,subject,grade
846,orc,combat,2.8699613130319133
847,orc,magic,2.182228968944402
848,elv,combat,3.9926008105509627
849,orc,combat,3.393096322988916
850,orc,combat,3.126945130041288
851,elv,magic,2.957026102733565
852,elv,combat,3.6575118032092306
853,elv,combat,2.695059232583862
854,orc,magic,1.8025770212463375
855,orc,dance,1.312404803717664
856,elv,magic,2.0224828026380957
857,elv,magic,2.6204536243606356
858,orc,magic,2.0723210633755014
859,elv,magic,1.345292376884725
860,elv,combat,4.36879753150221
861,orc,combat,2.7224331098332
862,orc,combat,3.4794253902395815
863,orc,magic,1.0
864,orc,combat,2.318232434219962
865,elv,magic,1.77104922011888
866,orc,combat,2.80842628566698
867,elv,magic,2.0579102885692393
868,elv,magic,2.717484453140467
869,orc,combat,3.9537998198009965
870,elv,magic,2.611749187850066
871,orc,combat,2.935837082852064
872,orc,combat,3.4535013902001506
873,orc,magic,1.5865479193207404
874,orc,combat,2.981848410635468
875,orc,magic,1.552217569398307
876,elv,magic,2.480166717940355
877,elv,magic,1.8617584999737746
878,orc,combat,3.501768206438323
879,orc,magic,1.9792131599425085
880,elv,magic,1.9672234950120242
881,orc,combat,3.129217193795281
882,elv,combat,3.8577162006543437
883,orc,combat,3.8655450650551106
884,orc,combat,3.496180239541393
885,orc,combat,2.823343956265213
886,elv,magic,2.4918959389846727
887,orc,combat,1.9489322192388965
888,elv,combat,5.0
889,elv,magic,2.953462759441047
890,elv,dance,1.4667931629732787
891,orc,magic,2.053591712953442
892,elv,magic,2.1396353772180707
893,elv,combat,3.19200433586542
894,orc,magic,2.4119031456318445
895,elv,magic,1.930402048866752
896,orc,magic,1.7074428122114942
897,elv,magic,2.041791341587401
898,elv,dance,1.441134637571821
899,elv,combat,4.370355647705097
900,elv,magic,2.8819684071862124
901,elv,magic,2.5866549289550718
902,elv,magic,2.8965072470628437
903,orc,magic,2.2617982341437295
904,orc,combat,3.525842118246675
905,elv,dance,1.640523906116997
906,orc,combat,2.5075530030866378
907,elv,magic,1.151981696664895
908,orc,magic,1.0
909,orc,magic,1.37029380246867
910,orc,combat,3.378204341708667
911,elv,magic,1.7359369504476552
912,orc,magic,2.1693471599118164
913,orc,dance,1.7634401335461358
914,orc,combat,4.88235936265957
915,elv,combat,3.689966464042994
916,elv,dance,1.7658855961451074
917,elv,dance,1.842426331336295
918,elv,magic,2.5681085483028947
919,elv,combat,2.9638296009394933
920,orc,combat,2.935388302603897
921,elv,combat,3.9644377460223215
922,orc,magic,1.5204803271043859
923,orc,dance,1.2161868874282302
924,orc,combat,4.0180535530645685
925,orc,combat,3.6891222351438544
926,orc,combat,3.971591902998496
927,orc,magic,1.7797721704829592
928,elv,magic,2.628785283808141
929,elv,magic,1.7609420980902821
930,orc,combat,4.365349953081014
931,orc,magic,2.2295681643022025
932,elv,magic,1.0
933,elv,magic,2.450750295482542
934,orc,combat,4.065221994398857
935,orc,combat,2.192893059728983
936,elv,combat,2.0579274608607303
937,orc,combat,3.6185930715794696
938,elv,magic,1.6058171521416336
939,orc,combat,2.7622534793042663
940,elv,magic,2.44664358149023
941,orc,combat,3.3958981341682386
942,elv,dance,1.8769465578850568
943,orc,magic,2.060359896438036
944,orc,magic,1.9838291730518305
945,orc,magic,1.9134200473038971
946,orc,magic,1.2428487442583407
947,orc,magic,1.7859278758332375
948,orc,combat,3.7975643403632966
949,orc,combat,4.119650987999083
950,elv,magic,1.6499631234548453
951,elv,dance,2.099613349287766
952,elv,magic,1.5064962052463065
953,elv,combat,2.2410160435078454
954,orc,combat,2.175882437552739
955,elv,magic,2.2202444443619678
956,orc,combat,3.019101327119975
957,orc,combat,4.562048471015652
958,elv,magic,2.5558731786002244
959,orc,magic,1.579615486197606
960,orc,combat,3.7706223703585717
961,orc,magic,1.9038561157065956
962,orc,combat,2.974213515689237
963,orc,magic,1.9741713170056754
964,orc,magic,1.5001774590265062
965,elv,magic,2.920269946114291
966,orc,combat,3.3663497871990486
967,elv,combat,3.1462152242117813
968,orc,combat,4.407082445387076
969,orc,combat,3.441421246379477
970,elv,magic,1.5602157640573158
971,orc,combat,3.0669971776623366
972,orc,combat,3.2310342522392133
973,elv,combat,4.3451048927373
974,orc,combat,3.3114636664786476
975,elv,combat,3.099850378572233
976,orc,combat,3.524208659999281
977,elv,magic,2.4427365822377727
978,elv,magic,2.243921646267081
979,orc,dance,1.1366641328468146
980,elv,magic,2.3612492473226028
981,orc,combat,3.6669121489508125
982,orc,combat,2.39306951025215
983,orc,magic,1.7132705508363142
984,orc,combat,3.4404951585570283
985,orc,magic,1.517418806553048
986,elv,dance,1.5050523244398677
987,elv,combat,3.4134018520212206
988,orc,combat,2.8942565732376364
989,elv,magic,1.5233622300498297
990,elv,dance,1.2980853462745259
991,orc,combat,3.1183682227178737
992,orc,magic,2.0669478513361006
993,elv,dance,1.2981558836317515
994,orc,combat,2.497426352550243
995,orc,combat,3.6032558959410435
996,elv,magic,1.8490587431602417
997,elv,magic,1.3227074184195269
998,elv,magic,2.25956228132689
999,elv,magic,1.0346288327191429
